created_date,deliverey_category_id,weekday,first_created_at,time_bucket,total_distance,sum_product,source_latitude,source_longitude,destination_latitude,destination_longitude,final_customer_fare,final_biker_fare,first_customer_fare,hyper_ack
7/23/2022,0,6,2022-07-23 13:36:39+00:00,108,1.4416,2,30.61548996,53.50608826,31.61800003,54.5019989,150000,150000,150000,0
7/24/2022,0,7,2022-07-24 09:31:29+00:00,84,0.827,2,30.63477707,53.53107452,31.63080597,54.53668213,140000,140000,140000,0
10/23/2022,0,7,2022-10-23 13:55:09+00:00,104,3.5644,2,39.04461288,47.34626007,40.0626297,48.35765839,350000,350000,250000,0
7/31/2022,0,7,2022-07-31 10:34:34+00:00,90,0.3538,2,39.07827377,47.28934479,40.07688904,48.28768158,150000,150000,140000,0
8/1/2022,0,1,2022-08-01 15:07:42+00:00,117,2.6452,2,33.69740295,52.65732193,34.68276978,53.64370728,290000,290000,210000,0
11/7/2022,0,1,2022-11-07 15:27:12+00:00,113,1.616,2,35.64112854,51.89499283,36.63985062,52.90600586,130000,130000,130000,0
7/22/2022,0,5,2022-07-22 17:50:43+00:00,134,3.7391,2,36.30802536,47.99966812,37.29560089,48.98604584,510000,420000,420000,0
7/10/2022,0,7,2022-07-10 16:15:25+00:00,124,2.4544,2,30.63599968,53.49100113,31.6431179,54.49800873,180000,180000,170000,0
9/12/2022,0,1,2022-09-12 09:44:09+00:00,85,4.2272,2,32.87224007,55.33350754,33.87903976,56.35333252,400000,400000,330000,0
9/13/2022,0,2,2022-09-13 08:03:34+00:00,75,1.5932,2,39.07572174,47.34461975,40.07279205,48.33288574,160000,160000,160000,0
9/7/2022,0,3,2022-09-07 17:38:55+00:00,132,1.25,2,36.85881805,51.97846222,37.86550522,52.97233963,270000,270000,230000,0
8/20/2022,0,6,2022-08-20 09:11:13+00:00,82,3.9043,2,30.62584114,53.54491043,31.62148285,54.51823044,230000,230000,230000,0
8/29/2022,0,1,2022-08-29 09:28:31+00:00,83,4.6592,2,36.82464218,51.98247528,37.84089661,53.00416946,410000,410000,380000,0
9/9/2022,0,5,2022-09-09 16:29:47+00:00,125,2.8232,2,28.18313026,57.31417084,29.18803596,58.30209732,410000,410000,370000,0
9/1/2022,0,4,2022-09-01 13:54:03+00:00,110,2.1888,2,36.82445145,51.98781586,37.81338501,52.98527145,400000,400000,250000,0
8/5/2022,0,5,2022-08-05 12:38:56+00:00,102,1.5036,2,30.61911964,53.51837158,31.62932205,54.52025604,150000,150000,150000,0
10/26/2022,0,3,2022-10-26 18:25:23+00:00,131,1.1849,2,33.64773178,52.71568298,34.64908981,53.72356796,180000,180000,160000,0
11/9/2022,0,3,2022-11-09 18:47:27+00:00,133,2.7568,2,33.68281937,52.71919632,34.66555405,53.71496964,210000,210000,210000,0
7/7/2022,0,4,2022-07-07 14:11:54+00:00,112,3.1778,2,32.32154274,49.68245316,33.31280327,50.67834854,260000,260000,240000,0
10/25/2022,0,2,2022-10-25 10:16:32+00:00,82,2.5411,2,30.60746765,53.46100235,31.59484482,54.47061539,180000,180000,180000,0
8/28/2022,0,7,2022-08-28 14:30:34+00:00,114,4.5187,2,30.61571884,53.53846741,31.62467575,54.56365585,500000,500000,250000,0
8/2/2022,0,2,2022-08-02 09:13:05+00:00,82,1.9066,2,36.84213257,51.9981041,37.85131454,52.99669647,230000,230000,210000,0
8/6/2022,0,6,2022-08-06 12:51:56+00:00,104,3.8036,2,37.31719208,60.6180191,38.29904938,61.59869003,250000,250000,250000,0
9/14/2022,0,3,2022-09-14 11:42:03+00:00,97,2.3301,2,39.03487396,47.3421936,40.03121185,48.35161209,210000,210000,190000,0
9/1/2022,0,4,2022-09-01 16:38:26+00:00,126,1.8348,2,32.30011368,49.61564636,33.29911041,50.62420654,220000,220000,200000,0
10/20/2022,0,4,2022-10-20 12:11:57+00:00,94,1.7883,2,36.87602615,51.95975494,37.86809921,52.96464157,240000,240000,240000,0
8/16/2022,0,2,2022-08-16 15:09:25+00:00,117,1.1896,2,36.82997894,51.99781799,37.83348846,53.00637436,310000,310000,220000,0
9/3/2022,0,6,2022-09-03 17:10:10+00:00,130,3.4119,2,36.81558228,51.94966125,37.81312561,52.95336533,360000,360000,300000,0
8/27/2022,0,6,2022-08-27 13:27:40+00:00,107,3.0094,2,38.26629639,50.58902359,39.27789307,51.60293198,300000,300000,270000,0
7/8/2022,0,5,2022-07-08 12:20:13+00:00,101,3.6456,2,30.74091911,53.43374634,31.75411797,54.41120148,260000,260000,220000,0
7/27/2022,0,3,2022-07-27 09:18:54+00:00,82,1.4887,2,37.30189896,60.63539886,38.31207657,61.6261673,170000,170000,170000,0
7/1/2022,0,5,2022-07-01 10:19:48+00:00,88,3.816,2,36.83534622,52.01562119,37.85440063,53.00125504,340000,340000,290000,0
8/27/2022,0,6,2022-08-27 10:37:56+00:00,90,2.5999,2,36.83534622,52.01562119,37.84455872,52.99362564,420000,420000,260000,0
9/3/2022,0,6,2022-09-03 09:05:13+00:00,81,3.3691,2,32.87224007,55.33350754,33.88454628,56.30957413,310000,310000,280000,0
9/20/2022,0,2,2022-09-20 18:14:16+00:00,136,1.9944,2,36.84322357,51.97107315,37.83813858,52.97144699,340000,340000,240000,0
11/4/2022,0,5,2022-11-04 20:07:00+00:00,141,0.5303,2,36.85922623,51.96674728,37.86120987,52.96575928,220000,220000,220000,0
10/20/2022,0,4,2022-10-20 07:39:25+00:00,66,4.9486,2,36.82017517,51.90626144,37.83987427,52.91236496,480000,480000,400000,0
8/12/2022,0,5,2022-08-12 14:23:23+00:00,113,0.7526,2,36.84422684,51.92195129,37.84470367,52.9154129,220000,220000,220000,0
7/10/2022,0,7,2022-07-10 08:56:12+00:00,80,1.5179,2,39.07590866,47.30062866,40.08036041,48.29540253,320000,320000,160000,0
9/3/2022,0,6,2022-09-03 11:06:43+00:00,93,4.2746,2,37.3604126,60.49475479,38.34471893,61.47740936,270000,270000,270000,0
8/13/2022,0,6,2022-08-13 12:56:04+00:00,104,3.041,2,37.31719208,60.6180191,38.31923294,61.59700012,270000,270000,220000,0
10/5/2022,0,3,2022-10-05 12:14:55+00:00,94,3.6076,2,39.05167389,47.36614609,40.0694809,48.37642288,280000,280000,250000,0
7/3/2022,0,7,2022-07-03 16:54:08+00:00,128,3.9436,2,37.30022049,60.50984955,38.3049202,61.53376007,280000,280000,260000,0
7/11/2022,0,1,2022-07-11 10:52:52+00:00,92,1.3367,2,36.82464218,51.98247528,37.83076096,52.98137283,210000,210000,210000,0
8/19/2022,0,5,2022-08-19 09:03:50+00:00,81,2.5263,2,38.39294815,47.25873184,39.40084076,48.24749756,360000,360000,360000,0
9/4/2022,0,7,2022-09-04 08:09:52+00:00,75,4.725,2,37.34308624,60.47642136,38.35154724,61.48709488,290000,290000,290000,0
7/13/2022,0,3,2022-07-13 17:57:34+00:00,134,0.218,2,36.78256607,51.89968109,37.78313828,52.89790726,290000,290000,210000,0
9/15/2022,0,4,2022-09-15 15:32:41+00:00,120,3.4238,2,36.86397171,51.96101761,37.84582901,52.97559357,300000,300000,300000,0
11/5/2022,0,6,2022-11-05 12:36:27+00:00,96,1.3518,2,39.05902481,47.31526184,40.05482864,48.31641388,220000,220000,150000,0
10/3/2022,0,1,2022-10-03 08:46:28+00:00,73,2.4612,2,30.59620476,53.47924423,31.60715675,54.47076416,280000,280000,170000,0
10/27/2022,0,4,2022-10-27 15:36:10+00:00,114,1.3217,2,36.8356514,52.00502014,37.8335762,53.00151443,230000,230000,230000,0
7/18/2022,0,1,2022-07-18 17:56:27+00:00,134,2.0313,2,36.57360458,54.39451981,37.56066895,55.40798569,290000,290000,290000,0
8/1/2022,0,1,2022-08-01 09:33:11+00:00,84,3.922,2,39.04637527,47.36492157,40.02513123,48.35447311,430000,430000,270000,0
7/29/2022,0,5,2022-07-29 05:33:13+00:00,60,1.3638,2,37.29030609,60.50730896,38.28837204,61.49610138,230000,230000,170000,0
7/27/2022,0,3,2022-07-27 07:40:16+00:00,73,3.4321,2,33.67690277,52.72504044,34.65979767,53.70616913,240000,240000,240000,0
8/27/2022,0,6,2022-08-27 17:32:09+00:00,132,4.1494,2,39.1009407,47.24801254,40.10773849,48.27266693,390000,390000,280000,0
8/25/2022,0,4,2022-08-25 17:18:03+00:00,130,4.0813,2,39.24478531,49.29486847,40.24016571,50.26364899,480000,480000,480000,0
7/24/2022,4,7,2022-07-24 09:19:08+00:00,82,1.2532,2,37.30256271,60.61003113,38.30677414,61.59914017,330000,330000,330000,0
9/3/2022,4,6,2022-09-03 08:53:32+00:00,80,2.1368,13,37.30790329,60.57181168,38.31852722,61.56528854,370000,370000,370000,0
7/26/2022,4,2,2022-07-26 09:17:49+00:00,82,3.2023,4,33.64527893,52.65268326,34.63093948,53.65718079,460000,460000,460000,0
9/6/2022,0,2,2022-09-06 16:47:58+00:00,127,1.8728,5,37.3614006,60.50735092,38.36748505,61.51873779,180000,180000,180000,0
7/7/2022,0,4,2022-07-07 15:00:24+00:00,117,2.5441,10,30.59467316,53.51336288,31.60139275,54.52656937,210000,210000,180000,0
8/9/2022,0,2,2022-08-09 11:18:35+00:00,94,3.2913,5,33.65216827,52.69418716,34.63537216,53.68856812,250000,250000,230000,0
7/26/2022,0,2,2022-07-26 09:50:47+00:00,86,3.4605,10,33.65994263,52.67972183,34.66243362,53.66830063,290000,290000,240000,0
7/21/2022,0,4,2022-07-21 15:35:55+00:00,120,1.0047,4,36.78783035,51.99331284,37.79129791,52.98587418,290000,290000,210000,0
9/22/2022,0,4,2022-09-22 07:57:28+00:00,68,3.998,4,30.67360687,53.45596313,31.6495285,54.45460129,320000,320000,230000,0
7/25/2022,0,1,2022-07-25 16:12:41+00:00,124,1.4292,7,36.82780457,51.94490814,37.83527374,52.94364166,210000,210000,210000,0
7/11/2022,0,1,2022-07-11 08:13:51+00:00,76,2.1842,4,30.59467316,53.51336288,31.59844589,54.50635529,170000,170000,170000,0
10/29/2022,0,6,2022-10-29 10:47:37+00:00,85,1.7093,3,37.33742905,60.58905411,38.326931,61.5897789,170000,170000,170000,0
8/19/2022,0,5,2022-08-19 07:56:37+00:00,74,1.583,8,36.82780457,51.94490814,37.83353806,52.94048309,250000,250000,230000,0
9/1/2022,0,4,2022-09-01 07:10:33+00:00,70,4.1235,8,30.59165382,53.53443527,31.57475662,54.52214432,230000,230000,230000,0
8/19/2022,0,5,2022-08-19 12:35:40+00:00,102,2.3881,3,36.81258011,51.98433685,37.7996788,52.9797821,360000,360000,260000,0
10/14/2022,0,5,2022-10-14 07:37:28+00:00,66,2.8233,5,33.65990829,52.71437836,34.66207504,53.73558807,210000,210000,210000,0
7/22/2022,0,5,2022-07-22 08:35:35+00:00,78,2.3313,10,35.66690445,51.89216232,36.66156769,52.90778732,170000,170000,150000,0
7/15/2022,0,5,2022-07-15 16:16:37+00:00,124,4.1392,3,36.87602615,51.95975494,37.86341858,52.980793,410000,410000,290000,0
7/22/2022,0,5,2022-07-22 08:43:34+00:00,79,3.306,5,35.66690445,51.89216232,36.67339325,52.86575699,190000,190000,190000,0
10/30/2022,0,7,2022-10-30 10:51:08+00:00,86,2.4588,6,39.08964539,47.28096008,40.10499954,48.27799988,240000,240000,200000,0
7/28/2022,0,4,2022-07-28 07:12:18+00:00,70,2.8549,3,36.82971573,51.99168396,37.82620239,53.00668335,340000,340000,240000,0
6/30/2022,0,4,2022-06-30 10:04:13+00:00,87,5.0144,4,30.61941147,53.54109955,31.6403389,54.53018188,370000,370000,270000,0
11/1/2022,0,2,2022-11-01 10:20:21+00:00,83,3.9052,12,32.28742218,49.61352921,33.29445648,50.64049149,270000,270000,270000,0
7/6/2022,0,3,2022-07-06 13:31:50+00:00,108,2.1826,8,36.82780457,51.94490814,37.8244133,52.96259308,220000,220000,220000,0
7/5/2022,0,2,2022-07-05 10:30:12+00:00,90,3.6935,3,36.71265793,51.98498535,37.69522476,52.98416519,300000,300000,280000,0
8/14/2022,0,7,2022-08-14 04:31:48+00:00,54,2.8271,3,33.70338821,52.66524506,34.70866776,53.69051361,210000,210000,210000,0
7/14/2022,0,4,2022-07-14 08:07:39+00:00,75,0.9352,3,37.2986412,60.5801239,38.29669189,61.58588409,160000,160000,160000,0
9/11/2022,0,7,2022-09-11 07:32:55+00:00,72,2.9469,4,36.82971573,51.99168396,37.8298378,52.97911835,280000,280000,280000,0
8/25/2022,0,4,2022-08-25 08:32:37+00:00,78,2.9959,4,36.82464218,51.98247528,37.82064819,52.99508286,310000,310000,280000,0
8/12/2022,0,5,2022-08-12 07:54:36+00:00,74,1.4558,7,36.71265793,51.98498535,37.71509171,52.98070908,230000,230000,230000,0
8/4/2022,0,4,2022-08-04 08:39:00+00:00,78,7.1235,7,33.65644073,52.72927094,34.67002106,53.73086929,370000,370000,370000,0
10/29/2022,0,6,2022-10-29 14:36:14+00:00,108,2.5995,4,36.82971573,51.99168396,37.84199524,52.9871254,370000,370000,260000,0
8/18/2022,0,4,2022-08-18 08:25:16+00:00,77,4.2399,5,37.3626709,60.51935577,38.34205246,61.53366089,300000,300000,270000,0
10/2/2022,0,7,2022-10-02 09:50:14+00:00,80,2.4798,10,36.82780457,51.94490814,37.81582642,52.95134354,290000,290000,260000,0
8/6/2022,0,6,2022-08-06 03:46:05+00:00,49,2.7087,4,33.67690277,52.72504044,34.66329193,53.71115112,300000,300000,300000,0
7/21/2022,0,4,2022-07-21 15:41:01+00:00,121,3.5019,3,36.84000778,51.99169159,37.84954453,52.97318268,430000,430000,270000,0
7/23/2022,0,6,2022-07-23 15:26:59+00:00,119,3.781,4,33.63036728,52.68239212,34.64163208,53.6858139,250000,250000,250000,0
9/13/2022,4,2,2022-09-13 12:23:17+00:00,101,2.2153,1,38.29831696,50.58348083,39.29393005,51.5986557,460000,460000,460000,0
7/26/2022,4,2,2022-07-26 09:17:54+00:00,82,1.4685,1,38.27475739,50.59420776,39.26956558,51.5939827,420000,420000,420000,0
9/13/2022,4,2,2022-09-13 16:28:20+00:00,125,2.3467,1,38.27076721,50.57345963,39.26182556,51.56497574,470000,470000,470000,0
10/1/2022,0,6,2022-10-01 14:52:58+00:00,110,4.6329,1,36.81911087,51.99892044,37.8330307,53.02230072,520000,520000,370000,0
9/15/2022,0,4,2022-09-15 10:35:16+00:00,90,3.9035,1,30.8043232,53.49357224,31.79203606,54.51808929,360000,360000,230000,0
10/23/2022,0,7,2022-10-23 12:43:14+00:00,97,1.1456,1,38.29626846,50.57816315,39.29367828,51.58760834,280000,280000,200000,0
8/20/2022,0,6,2022-08-20 16:27:35+00:00,125,3.5002,1,33.72147369,52.64722443,34.70713806,53.62807465,240000,240000,240000,0
7/21/2022,0,4,2022-07-21 17:31:04+00:00,132,3.7777,1,37.54834366,53.67550278,38.5308075,54.66628647,430000,430000,430000,0
11/1/2022,0,2,2022-11-01 09:45:52+00:00,79,2.7756,1,37.32519531,60.59495163,38.33948517,61.57943726,210000,210000,210000,0
7/15/2022,0,5,2022-07-15 16:20:01+00:00,125,1.1559,1,37.54834366,53.67550278,38.55586624,54.67221451,310000,310000,310000,0
9/1/2022,0,4,2022-09-01 11:52:17+00:00,98,3.5451,1,37.37228394,60.54049683,38.37060928,61.52422714,240000,240000,240000,0
7/29/2022,0,5,2022-07-29 07:54:38+00:00,74,1.5218,1,30.59686661,53.47846603,31.60135651,54.47793198,170000,170000,150000,0
8/15/2022,0,1,2022-08-15 10:42:22+00:00,91,3.2785,1,30.59375572,53.53587723,31.58341026,54.5259552,200000,200000,200000,0
8/12/2022,0,5,2022-08-12 14:10:16+00:00,112,3.0128,1,39.07600403,47.32552338,40.06687927,48.34570694,220000,220000,220000,0
7/3/2022,0,7,2022-07-03 11:22:16+00:00,95,3.388,1,33.6049614,52.6732254,34.59812927,53.66222382,330000,330000,240000,0
9/5/2022,0,1,2022-09-04 19:37:35+00:00,0,1.5268,1,36.83242035,51.94066238,37.83193588,52.9489975,250000,250000,230000,0
9/15/2022,0,4,2022-09-15 12:18:54+00:00,100,3.7082,1,37.35202026,60.51395035,38.33399963,61.52700043,300000,300000,250000,0
8/2/2022,0,2,2022-08-02 13:11:40+00:00,106,2.9972,1,33.65026855,52.7056694,34.64989853,53.67773438,240000,240000,220000,0
7/18/2022,0,1,2022-07-18 07:42:21+00:00,73,2.3417,1,36.85796738,51.93698883,37.85963821,52.9319725,220000,220000,220000,0
9/7/2022,0,3,2022-09-07 15:19:06+00:00,118,3.0057,1,36.83898544,51.94540787,37.82658386,52.95866013,390000,390000,280000,0
8/7/2022,0,7,2022-08-07 16:34:51+00:00,126,0.8707,1,30.61548996,53.50608826,31.61245346,54.51007843,140000,140000,140000,0
10/29/2022,0,6,2022-10-29 10:49:10+00:00,85,1.6385,1,37.31912613,60.62145615,38.31048965,61.62978363,170000,170000,170000,0
7/24/2022,0,7,2022-07-24 09:31:07+00:00,84,3.1363,1,35.6159935,51.86079788,36.60134125,52.87380219,190000,190000,190000,0
7/1/2022,0,5,2022-07-01 09:14:51+00:00,82,3.1024,1,36.8303833,51.99734497,37.81860352,52.99838638,350000,350000,250000,0
10/21/2022,0,5,2022-10-21 07:39:27+00:00,66,1.9001,1,39.04707336,47.38759995,40.06069946,48.3901062,210000,210000,180000,0
9/15/2022,0,4,2022-09-15 13:03:16+00:00,105,1.1766,1,30.67898369,53.4568367,31.68015671,54.46496582,140000,140000,140000,0
7/18/2022,0,1,2022-07-18 16:20:18+00:00,125,1.6465,1,33.6278038,52.69758606,34.62977219,53.68832016,170000,170000,170000,0
7/20/2022,0,3,2022-07-20 18:04:54+00:00,135,0.5549,1,36.83863831,51.99827957,37.83538818,52.99690628,290000,290000,210000,0
7/29/2022,0,5,2022-07-29 16:20:21+00:00,125,1.6063,1,32.29016113,49.62960815,33.29399109,50.63447952,270000,270000,190000,0
9/10/2022,0,6,2022-09-10 13:21:07+00:00,107,3.1933,1,36.75238037,51.99305344,37.75183868,53.01080704,410000,410000,290000,0
10/3/2022,0,1,2022-10-03 15:05:21+00:00,111,4.4486,1,37.2955246,60.59866714,38.28616714,61.61044312,280000,280000,280000,0
8/26/2022,0,5,2022-08-26 09:41:45+00:00,85,3.1565,1,37.2955246,60.59866714,38.27999878,61.5929985,360000,360000,230000,0
9/20/2022,0,2,2022-09-20 16:45:47+00:00,127,3.6296,1,37.29387665,60.64659119,38.29082489,61.66921234,250000,250000,250000,0
10/24/2022,0,1,2022-10-24 09:33:20+00:00,78,1.8886,1,36.83863831,51.99827957,37.83035278,52.99343491,240000,240000,240000,0
8/18/2022,0,4,2022-08-18 12:27:16+00:00,101,2.2717,1,36.82445145,51.98781586,37.81025696,52.98672867,350000,350000,250000,0
9/12/2022,0,1,2022-09-12 17:47:55+00:00,133,2.478,1,38.5436821,46.06904221,39.52819061,47.07771683,380000,380000,240000,0
8/30/2022,0,2,2022-08-30 15:20:46+00:00,119,3.1157,1,30.62890625,53.50941849,31.63674736,54.53130341,230000,230000,190000,0
7/9/2022,0,6,2022-07-09 09:30:10+00:00,84,3.9886,1,37.31847,60.5435791,38.33018112,61.5215416,280000,280000,260000,0
9/10/2022,0,6,2022-09-10 15:53:44+00:00,122,2.2017,1,36.81333542,51.90063858,37.81129074,52.90395737,350000,350000,250000,0
11/1/2022,0,2,2022-11-01 11:59:10+00:00,92,3.3493,1,36.83545303,52.00536728,37.81797791,53.01374817,300000,300000,300000,0
7/16/2022,0,6,2022-07-16 18:41:07+00:00,139,1.8254,1,30.58828735,53.48899078,31.59902573,54.48205566,190000,190000,160000,0
11/11/2022,0,5,2022-11-11 12:01:20+00:00,93,3.4528,1,30.62150764,53.58892441,31.6148262,54.57249832,210000,210000,210000,0
7/9/2022,0,6,2022-07-09 09:36:48+00:00,84,1.3166,1,39.07826233,47.36185455,40.07788849,48.37099838,150000,150000,150000,0
7/25/2022,0,1,2022-07-25 14:56:26+00:00,116,1.8947,1,36.86346054,51.96217346,37.8552475,52.95769501,210000,210000,210000,0
10/15/2022,0,6,2022-10-15 14:17:39+00:00,106,2.6996,1,36.83052826,51.99557495,37.83572388,53.00928116,320000,320000,270000,0
11/10/2022,0,4,2022-11-10 11:08:40+00:00,87,1.0025,1,36.83052826,51.99557495,37.8281517,52.99770355,220000,220000,220000,0
9/21/2022,0,3,2022-09-21 09:47:15+00:00,85,0.7401,1,39.0619812,47.31351852,40.06466293,48.31726456,170000,170000,140000,0
10/6/2022,0,4,2022-10-06 15:20:55+00:00,113,3.5863,1,37.8147316,55.45182037,38.83049393,56.42617416,460000,460000,460000,0
8/19/2022,0,5,2022-08-19 18:11:20+00:00,136,1.3929,1,37.35688019,60.51950073,38.34977341,61.52077103,180000,180000,170000,0
7/8/2022,0,5,2022-07-08 13:22:41+00:00,107,3.1051,1,36.8552742,51.95553207,37.84374237,52.9718132,300000,300000,250000,0
11/7/2022,0,1,2022-11-07 16:01:45+00:00,117,0.8746,1,37.27456665,60.61717224,38.27270889,61.62515259,160000,160000,160000,0
7/24/2022,0,7,2022-07-24 09:52:30+00:00,86,3.5747,1,37.84337234,55.44422913,38.85790634,56.43303299,500000,500000,450000,0
9/13/2022,0,2,2022-09-13 08:04:17+00:00,75,2.2703,1,36.82464218,51.98247528,37.81475449,52.96944809,350000,350000,250000,0
10/13/2022,0,4,2022-10-13 12:26:26+00:00,95,0.1469,1,36.83052826,51.99557495,37.82965851,52.99512482,220000,220000,220000,0
7/10/2022,0,7,2022-07-10 17:35:36+00:00,132,2.8548,1,30.62091827,53.51333618,31.63394737,54.50098419,220000,220000,190000,0
7/26/2022,0,2,2022-07-26 09:58:45+00:00,86,1.3734,1,33.67559052,52.71805573,34.68027878,53.71163177,170000,170000,170000,0
10/5/2022,0,3,2022-10-05 13:13:22+00:00,100,1.0991,1,36.75238037,51.99305344,37.7480011,52.98699951,220000,220000,220000,0
7/13/2022,0,3,2022-07-13 14:25:34+00:00,113,3.8908,1,36.71148682,51.99037933,37.70787048,52.96380997,280000,280000,280000,0
9/8/2022,0,4,2022-09-08 13:34:40+00:00,108,0.8524,1,36.75238037,51.99305344,37.74763489,52.98868561,350000,350000,220000,0
11/7/2022,0,1,2022-11-07 17:52:48+00:00,128,1.5894,1,30.59132957,53.60320282,31.59300232,54.59246445,180000,180000,150000,0
9/13/2022,0,2,2022-09-13 12:47:16+00:00,103,1.9177,1,36.82464218,51.98247528,37.82710648,52.98866653,330000,330000,240000,0
9/1/2022,0,4,2022-09-01 15:55:14+00:00,122,0.4679,1,36.86397171,51.96101761,37.86356354,52.95931244,220000,220000,220000,0
8/19/2022,0,5,2022-08-19 12:11:28+00:00,100,4.297,1,36.81212616,51.94312286,37.82174683,52.94887924,350000,350000,350000,0
9/13/2022,0,2,2022-09-13 09:20:45+00:00,83,2.001,1,36.85922623,51.96674728,37.85913849,52.95214462,240000,240000,240000,0
9/8/2022,0,4,2022-09-08 17:53:01+00:00,134,2.0856,1,36.83582687,52.00685501,37.82598877,52.99707413,340000,340000,240000,0
9/13/2022,0,2,2022-09-13 13:57:35+00:00,110,1.4672,1,39.06257629,47.29450607,40.06809235,48.29292679,190000,190000,160000,0
9/1/2022,0,4,2022-09-01 14:19:30+00:00,112,2.0819,1,36.82524872,51.99011993,37.8282547,52.97835541,240000,240000,240000,0
10/9/2022,0,7,2022-10-09 18:10:43+00:00,130,10.1549,1,39.02995682,47.38539124,40.03664398,48.38161469,480000,480000,480000,0
10/30/2022,0,7,2022-10-30 11:26:29+00:00,89,1.1877,1,32.32468224,49.65526581,33.33155632,50.65847015,200000,200000,180000,0
11/3/2022,0,4,2022-11-03 15:30:25+00:00,114,1.8966,1,35.64801788,51.8519783,36.6588974,52.84548569,280000,280000,140000,0
8/17/2022,0,3,2022-08-17 16:31:36+00:00,126,2.1845,1,30.5949192,53.4878273,31.60506248,54.48218536,200000,200000,170000,0
8/7/2022,0,7,2022-08-07 15:31:36+00:00,120,0.4483,1,30.58969116,53.49673462,31.58746147,54.49990845,220000,220000,140000,0
10/13/2022,0,4,2022-10-13 14:05:47+00:00,105,2.8071,1,36.79746246,51.90033722,37.78099823,52.89199829,300000,300000,270000,0
9/19/2022,0,1,2022-09-19 07:20:27+00:00,71,3.2685,1,37.35688019,60.51950073,38.33528137,61.52168655,230000,230000,230000,0
11/14/2022,0,1,2022-11-14 16:20:24+00:00,119,3.0171,1,31.66056824,52.60087967,32.6541748,53.59424591,380000,380000,380000,0
8/10/2022,0,3,2022-08-10 09:49:06+00:00,85,4.5013,1,30.58774757,53.52952957,31.59946251,54.5175972,350000,350000,250000,0
11/8/2022,0,2,2022-11-08 10:03:33+00:00,81,1.4883,1,36.83052826,51.99557495,37.83878708,52.98946381,280000,280000,230000,0
8/21/2022,0,7,2022-08-21 06:55:14+00:00,68,1.2616,1,30.5946846,53.51935196,31.59433746,54.51912308,150000,150000,150000,0
8/12/2022,0,5,2022-08-12 11:43:32+00:00,97,0.78,1,39.08964539,47.28096008,40.0848999,48.27961349,220000,220000,140000,0
10/5/2022,0,3,2022-10-05 12:48:34+00:00,97,3.09,1,33.62808609,52.67174911,34.62308502,53.65174484,360000,220000,220000,0
7/13/2022,0,3,2022-07-13 08:13:02+00:00,76,5.3157,1,37.34366989,60.47245789,38.35301208,61.47600174,340000,340000,310000,0
8/28/2022,0,7,2022-08-28 13:18:29+00:00,106,3.7579,1,36.81333542,51.90063858,37.82233429,52.92295074,510000,510000,320000,0
10/24/2022,0,1,2022-10-24 13:50:08+00:00,104,0.8821,1,30.59664154,53.55811691,31.60118294,54.55892944,220000,220000,140000,0
9/8/2022,0,4,2022-09-08 09:49:37+00:00,85,0.2424,1,39.04637527,47.36492157,40.04611969,48.36703873,200000,200000,140000,0
9/5/2022,0,1,2022-09-05 11:16:01+00:00,94,1.7676,1,39.06820679,47.28337097,40.07309341,48.28721237,170000,170000,170000,0
10/2/2022,0,7,2022-10-02 19:07:18+00:00,135,1.2788,1,35.66242599,51.86656952,36.66513443,52.85805893,130000,130000,130000,0
9/11/2022,0,7,2022-09-11 09:13:20+00:00,82,0.8349,5,36.84044647,52.01544571,37.83823776,53.00789261,220000,220000,220000,0
11/13/2022,0,7,2022-11-13 17:51:56+00:00,128,4.3827,4,31.67144585,52.59356689,32.67033958,53.60693359,450000,450000,450000,0
9/24/2022,0,6,2022-09-24 17:43:53+00:00,127,2.724,7,36.3045578,47.98024368,37.29546738,48.99117661,370000,370000,370000,0
10/1/2022,4,6,2022-10-01 14:47:41+00:00,109,1.583,8,37.32549667,60.56230164,38.33025742,61.56197739,340000,340000,340000,0
11/10/2022,0,4,2022-11-10 17:14:56+00:00,124,0.8319,8,37.70179367,53.65472412,38.7056427,54.65171051,160000,160000,160000,0
7/21/2022,0,4,2022-07-21 15:35:55+00:00,120,4.1851,6,37.35533142,60.50080109,38.37168884,61.48249435,270000,270000,270000,0
9/17/2022,0,6,2022-09-17 12:41:16+00:00,103,2.0006,4,37.32835007,60.59300232,38.32969666,61.60770416,180000,180000,180000,0
9/16/2022,4,5,2022-09-16 17:07:17+00:00,129,1.9362,4,38.31057358,50.58443832,39.30560303,51.59316635,440000,440000,440000,0
10/20/2022,0,4,2022-10-20 19:02:51+00:00,135,0.9397,8,36.84044647,52.01544571,37.84652328,53.0166626,220000,220000,220000,0
7/19/2022,4,2,2022-07-19 11:54:28+00:00,98,2.8118,6,37.33287811,60.58361053,38.31796646,61.56710434,420000,420000,420000,0
11/1/2022,4,2,2022-11-01 10:16:31+00:00,82,2.96,9,33.6797142,52.69494247,34.6737442,53.68665314,610000,340000,340000,0
7/7/2022,4,4,2022-07-07 12:13:59+00:00,100,1.4293,3,33.62659836,52.66996384,34.63124847,53.67653275,340000,340000,340000,0
8/18/2022,0,4,2022-08-18 10:05:55+00:00,87,0.9531,3,36.30802536,47.99966812,37.30990219,49.00579453,300000,300000,300000,0
